"titulo","sueldo","ciudadModalidad","horario","idioma","requisitos"
"Staff FullStack Software Engineer en ISITA","Sueldo oculto","Remoto: LATAM","Empleado de tiempo completo","Inglés : Nivel Avanzado","Summary ·          The position is for a Full Stack Engineer with experience with React.js, Rest API, and back-end development with Node. They must write in JavaScript frontend using React.js and REST, as well as be able to code back-end with Node.js. They must know CSS and HTML extensively in addition.   Requirements Technical Skills & Experience: ·          8+ years of experience in computer-related fields ·          Solid experience in JavaScript ·          6+ years of experience in React.js ·          3+ years of experience in Node.js ·          Solid experience in REST API Development. ·          Solid experience in modern Node and React concepts (Functional components, context, and hooks) ·          Coordinate microservices-based solutions, ensuring seamless integration and efficient communication across distributed services. ·          Collaborate on micro-frontend architecture and implementation. ·          Implement robust monitoring, logging, and instrumentation to ensure application performance and Stability ·          Experience with SQL (PostgreSQL experience is preferable but not required) ·          Data modeling is required. ·          Experience with Agile Methodologies ·          Knowledge of design patterns, experience with abstractions, and code isolation. ·          Experience with writing tests and debugging ·          The notion of security practices. ·          Error handling and troubleshooting experience is required.  ·          Experience in unit testing.  ·          Experience working with microservices-based solutions, ensuring seamless integration and efficient communication across distributed services. "
"Desarrollador SalesForce Senior - Remoto en Involve","$ 45,000 a 50,000 MXN (Neto)","Remoto: LATAM","Empleado de tiempo completo","Inglés : Nivel Avanzado","- Crear aplicaciones Salesforce utilizando Apex y Visualforce para cumplir con los requisitos comerciales documentados y con las especificaciones de diseño. - Crear/modificar controladores existentes, extensiones de controlador y disparadores en todas las plataformas. - Desarrollar UI utilizando Visualforce , JavaScript y jQuery. - Aplicar las mejores prácticas y los mejores patrones de diseño de su clase a las aplicaciones desarrolladas en la plataforma de Salesforce. - Crear y ejecutar planes de prueba de unitarias e integrales, incluida la escritura de casos de prueba, la creación de datos de prueba y documentar los resultados de las pruebas. - Seguir los procedimientos establecidos de DevOps para la entrada de código y las implementaciones. - Participar en revisiones de errores y clasificación. - Solucionar problemas y resolver errores. - Participar en las reuniones de equipo y aportar información a los informes de estatus, riesgo y problemas. - Asegurarse de que la funcionalidad se entregue según el SOW. - Identificar desviaciones y comunicar al líder del proyecto. - Seguir todos los procedimientos operativos estándar (SOP) del proyecto relacionados con informes, DevOps,  Requisitos  - Título universitario o combinación equivalente de educación y experiencia laboral. - Certificaciones de Salesforce: App Builder & Platform Developer I preferible. - 3-5 años de experiencia en desarrollo de Salesforce. - 3-5 años de experiencia general en consultoría. - Comprensión firme de las metodologías POO, los patrones de diseño y las mejores prácticas de desarrollo. - Comprensión firme de las mejores prácticas de desarrollo de Salesforce. - Experiencia trabajando dentro de la plataforma de desarrollo Salesforce: Apex Code (Triggers, Controllers y Clases por lotes), páginas de Visualforce, API de servicio web y la plataforma Lightning. - Experiencia previa con herramientas de desarrollo similares (Java, C#, Vb.net….). - Experiencia previa trabajando en un proyecto ágil preferible. - Excelentes habilidades de comunicación oral y escrita."
"Administrador Jr de DevOps - Microsoft Azure Middle - Remoto en BakerRobotics","Sueldo oculto","Remoto: México","Empleado de tiempo completo","Inglés : Nivel Intermedio","Experiencia en TI DevOps (1 año de experiencia).   Administración de Azure y AWS   DevOps   Administración de contenedores Doker,   Kubernetes   Administración de redes ( VPNs , Firewalls, gateways , etc )   Habilidades Deseadas   Programación de scripts (Power Shell, Bash / z Shell, Python, JavaScript, C# CSI, Json, Yaml ).   Conocimientos en ISO/IEC 27001.   Administración de Microsoft Office 365.   Competencias   Hábitos de documentación .   Hábitos de seguridad .   Ser una persona autodidacta .   Pensamiento innovador , analítico y autocrítico .  "
"Ingeniero/a Full Stack Senior - Híbrido en Capital Empresarial Horizonte","$ 45,000 a 50,000 MXN (Bruto)","Ciudad de México - Híbrido","Empleado de tiempo completo","Inglés : Nivel Avanzado","Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información solicita: Ingeniero/a Full Stack Inglés  intermedio a conversacional  INDISPENSABLE Esquema Hibrido Requisitos: Lic. terminada en informática o área similar Experiencia en desarrollo frontend y backend. Conocimiento de HTML, CSS, JavaScript y frameworks modernos. Manejo de al menos un lenguaje de programación para backend. Experiencia con control de versiones (Git). Familiaridad con arquitecturas REST, GraphQL o microservicios. Responsabilidades : Diseñar, desarrollar y mantener aplicaciones web escalables. Implementar interfaces de usuario interactivas y responsivas utilizando tecnologías modernas (como React, Angular o Vue.js). Desarrollar y mantener APIs y servicios backend (usando Node.js, Python, Java, etc.). Gestionar bases de datos relacionales y no relacionales (como MySQL, PostgreSQL, MongoDB). Asegurar la calidad del código mediante pruebas (unitarias, de integración y end-to-end). Participar en revisiones de código, integración continua y despliegue continuo (CI/CD). Colaborar con equipos de diseño, producto y otros desarrolladores. Ofrecemos: Salario 100% nominal • Seguro de Gastos Médicos Mayores más Póliza de exceso ilimitado. • Seguro dental y visual. • Seguro de Vida. • Todas las prestaciones legales desde el primer año. • Prima vacacional del 50% • Aguinaldo a 24 días. • Vales de despensa por $3300,53 Interesados enviar su cv al correo: reclutamiento(arroba)horizonteempresarial.com.mx"
".NET Fullstack Developer / Angular Senior - Híbrido en Thekna It","$ 50,000 a 60,000 MXN (Bruto)","Nuevo León - Híbrido","Empleado de tiempo completo","Inglés : Nivel Avanzado","Requisitos obligatorios: - Mínimo 5 años de experiencia total en .NET y 3 años con Angular. - 7 años de experiencia en .NET Core y C#. - 7 años de experiencia en Node.js. - 2 años de experiencia con Scrum. - 2 años de experiencia con servicios en la nube. Requisitos deseables: - 7 años de experiencia en SQL. - 2 años de experiencia con frameworks modernos de JavaScript/TypeScript. - 2 años de experiencia con Azure Microservices y Azure API Management Service. - 3 años de experiencia en el desarrollo de procesos CI/CD y garantizar la calidad del código utilizando herramientas como SonarQube. Otros requisitos: - Conocimientos en HTML, CSS y principios de diseño responsivo. - Buen entendimiento de APIs RESTful y cómo integrarlas con aplicaciones front-end. - Experiencia con sistemas de control de versiones como Git. - Familiaridad con tecnologías de bases de datos como SQL Server, MySQL o MongoDB. - Grado en IT, Ciencias de la Computación o disciplina relacionada."
".NET Fullstack Developer / Angular en Thekna It","$ 50,000 a 60,000 MXN (Bruto)","Jalisco - Híbrido","Empleado de tiempo completo","Inglés : Nivel Avanzado","Requisitos obligatorios: - Mínimo 5 años de experiencia total en .NET y 3 años con Angular. - 7 años de experiencia en .NET Core y C#. - 7 años de experiencia en Node.js. - 2 años de experiencia con Scrum. - 2 años de experiencia con servicios en la nube. Requisitos deseables: - 7 años de experiencia en SQL. - 2 años de experiencia con frameworks modernos de JavaScript/TypeScript. - 2 años de experiencia con Azure Microservices y Azure API Management Service. - 3 años de experiencia en el desarrollo de procesos CI/CD y garantizar la calidad del código utilizando herramientas como SonarQube. Otros requisitos: - Conocimientos en HTML, CSS y principios de diseño responsivo. - Buen entendimiento de APIs RESTful y cómo integrarlas con aplicaciones front-end. - Experiencia con sistemas de control de versiones como Git. - Familiaridad con tecnologías de bases de datos como SQL Server, MySQL o MongoDB. - Grado en IT, Ciencias de la Computación o disciplina relacionada."
".NET Fullstack Developer / Angular Senior - Híbrido en Thekna It","$ 40,000 a 45,000 MXN (Bruto)","Ciudad de México - Híbrido","Empleado de tiempo completo","Inglés : Nivel Avanzado"," Requisitos obligatorios: - Mínimo 5 años de experiencia total en .NET y 3 años con Angular. - 7 años de experiencia en .NET Core y C#. - 7 años de experiencia en Node.js. - 2 años de experiencia con Scrum. - 2 años de experiencia con servicios en la nube. Requisitos deseables: - 7 años de experiencia en SQL. - 2 años de experiencia con frameworks modernos de JavaScript/TypeScript. - 2 años de experiencia con Azure Microservices y Azure API Management Service. - 3 años de experiencia en el desarrollo de procesos CI/CD y garantizar la calidad del código utilizando herramientas como SonarQube. Otros requisitos: - Conocimientos en HTML, CSS y principios de diseño responsivo. - Buen entendimiento de APIs RESTful y cómo integrarlas con aplicaciones front-end. - Experiencia con sistemas de control de versiones como Git. - Familiaridad con tecnologías de bases de datos como SQL Server, MySQL o MongoDB. - Grado en IT, Ciencias de la Computación o disciplina relacionada. Beneficios ofrecidos: - Prestaciones de ley. - Prestaciones superiores. - Fondo de ahorro. - Cupones de comida. - Seguro de vida. - Seguro médico. Modalidad de trabajo: - Híbrida, con 3 días a la semana en la oficina. Es importante resaltar tu experiencia y habilidades en .NET, Angular, Node.js, Scrum, servicios en la nube, SQL, frameworks de JavaScript/TypeScript, Azure, CI/CD, diseño responsivo, APIs RESTful y control de versiones en tu perfil para destacar tu idoneidad para el puesto. "
"Fullstack .Net Developer Senior - Remoto en Global Delivery Center Capgemini","$ 60,000 a 70,000 MXN (Bruto)","Remoto: México","Empleado de tiempo completo","Inglés : Nivel Avanzado","FULLSTACK .NET DEVELOPER (Remote in Mexico) We are seeking a skilled and motivated Fullstack .NET Developer to join our development team. You will be responsible for designing, developing, and maintaining web applications using the latest .NET technologies and modern frontend frameworks. Key Responsibilities: Design, build, and maintain RESTful APIs using C#/.NET Core Develop dynamic, responsive user interfaces using React , HTML5, CSS3, and JavaScript/TypeScript Implement integration logic with internal services (e.g., user profiles, stored value systems) and external providers (e.g., payment gateways) Collaborate with the UI/UX team to embed iframe-based payment components Work with containerization technologies like Docker and Kubernetes for microservice packaging and deployment Participate in Agile ceremonies, code reviews, and CI/CD pipeline improvements Write unit, integration, and API tests using relevant test frameworks Build observability into the application via logging and monitoring hooks (e.g., App Insights, Azure Monitor) Required Skills: 5+ years of experience in C#/.NET Core backend development 3+ years of hands-on experience with React and modern JavaScript frameworks Strong understanding of REST API design , authentication (OAuth2/JWT), and API security best practices Experience with Docker and containerized development workflows Familiarity with Azure services (App Services, Key Vault, Application Insights, Azure DevOps) Experience working in Agile teams and using tools like Jira or Azure Boards Solid knowledge of Git and CI/CD pipelines (GitHub Actions, Azure DevOps) Preferred Qualifications: Experience with payment systems, loyalty/stored value , or e-commerce integrations Familiarity with microservices architecture and service-to-service communication Exposure to Kubernetes (AKS or other distributions) Knowledge of cloud-native observability tools like Datadog or New Relic Soft Skills: Strong problem-solving mindset and attention to detail Excellent verbal and written communication skills Ability to work independently and in a team-based environment Willingness to contribute in design discussions and bring innovative ideas to the table About Capgemini Group Capgemini is a global leader in partnering with companies to transform and manage their business by harnessing the power of technology. The Group is guided everyday by its purpose of unleashing human energy through technology for an inclusive and sustainable future. It is a responsible and diverse organization of over 300,000 team members in nearly 50 countries. With its strong 50-year heritage and deep industry expertise, Capgemini is trusted by its clients to address the entire breadth of their business needs, from strategy and design to operations, fueled by the fast evolving and innovative world of cloud, data, AI, connectivity, software, digital engineering and platforms. At Capgemini Mexico, we aim to attract the best talent and are committed to creating a diverse and inclusive work environment, so there is no discrimination based on race, sex, sexual orientation, gender identity or expression, or any other characteristic of a person. All applications welcome and will be considered based on merit against the job and/or experience for the position. What you need to know about what we offer: Excellent compensation and benefits Balance with personal life Flexibility and balance with your personal and professional life. Career path, trainings and real growth opportunities Engaging and challenging projects. Excellent work environment and culture. Open and Effective management. Highly professional and collaborative teams."
"Desarrollador ServiceNow - Híbrido en Capital Empresarial Horizonte","$ 90,000 a 100,000 MXN (Bruto)","Ciudad de México - Híbrido","Empleado de tiempo completo","Inglés : Nivel Avanzado","Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información solicita: Servicenow Developer Para laborar en CDMX, GDL, Qro o Monterrey Esquema Híbrido: 3 días en casa, 2 presenciales Inglés conversacional requerido Habilidades y experiencia requeridas: 3 años de experiencia en service now Sólidos conocimientos y experiencia práctica en diseño, desarrollo y flujos de trabajo en ServiceNow. Experiencia en desarrollo con JavaScript, especialmente dentro del ecosistema de ServiceNow. Conocimiento de servidores MID y comprensión de la integración con servicios en la nube. Conocimiento práctico de los módulos principales de ServiceNow: actualizaciones de plataforma, instalación/solución de problemas de servidores MID, integraciones (REST/SOAP/servicios web con scripts), scripting en PowerShell, CMDB/Discovery, Service Portal. Se requiere certificación como Especialista en Implementación de ServiceNow. Certificación ITIL Foundation es una ventaja. Responsabilidades: Diseñar, desarrollar y mantener aplicaciones, módulos y flujos de trabajo de ServiceNow según los requisitos del negocio. Participar en actividades de actualización de la plataforma y asegurar transiciones fluidas del sistema. Instalar, configurar y solucionar problemas de servidores MID para integraciones del sistema. Construir y mantener integraciones de servicios web REST/SOAP con scripts. Desarrollar y automatizar tareas usando scripts de PowerShell según sea necesario. Gestionar la CMDB de ServiceNow y brindar soporte a los procesos de Discovery. Personalizar y mejorar el Service Portal para optimizar la experiencia del usuario final. Colaborar con equipos multifuncionales para entender los requerimientos y entregar soluciones de ServiceNow de alta calidad. Asegurar el cumplimiento de estándares de codificación, buenas prácticas y documentación técnica. Ofrecemos:"
"Ingeniero/a Full Stack WordPress Senior - Híbrido en Capital Empresarial Horizonte","$ 70,000 a 80,000 MXN (Bruto)","Ciudad de México - Híbrido","Empleado de tiempo completo","Inglés : Nivel Avanzado","Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información solicita: Ingeniero/a Full Stack WordPress Inglés Conversacional Obligatorio Para laborar en  CDMX o GDL o QRO o MTY Esquema Híbrido: 3 días en casa, 2 presenciales Requisitos: Experiencia de 3 a 6 años en puesto similar.  Experiencia comprobada desarrollando en WordPress (personalización avanzada de temas y plugins). Dominio de PHP, MySQL, JavaScript, HTML5 y CSS3. Conocimiento de frameworks y librerías frontend (React, Vue.js o similares es una ventaja). Familiaridad con herramientas de control de versiones como Git. Experiencia con entornos de desarrollo local (LocalWP, Docker, etc.) y despliegue en servidores o plataformas cloud. Buen entendimiento de SEO técnico, rendimiento web y seguridad en WordPress. Responsabilidades: Desarrollar, mantener y optimizar sitios web en WordPress, tanto desde el lado del servidor (PHP) como del cliente (HTML, CSS, JavaScript). Crear y personalizar temas y plugins de WordPress a medida. Integrar servicios de terceros y APIs REST o GraphQL. Asegurar la calidad del código, el rendimiento del sitio y su compatibilidad multiplataforma. Implementar buenas prácticas de seguridad, SEO técnico y accesibilidad web. Colaborar con diseñadores UX/UI y otros desarrolladores para entregar soluciones completas. Participar en despliegues, mantenimiento y soporte técnico de los sitios. Ofrecemos: Horario de Oficina Esquema 100% nomina Sueldo abierto a negociación de acuerdo a experiencia Prestaciones de Ley Prestaciones superiores (SGMM familiar, SV 1 millón, Vales de despensa, 30 días de aguinaldo, PTU) Interesados enviar su cv al correo: reclutamiento(arroba)horizonteempresarial.com.mx"
"GRC Archer Senior - Híbrido en Capital Empresarial Horizonte","$ 70,000 a 80,000 MXN (Bruto)","Ciudad de México - Híbrido","Empleado de tiempo completo","Inglés : Nivel Avanzado","Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información solicita: GRC Archer Para laborar en CDMX (Hibrido) Esquema Híbrido: 3 días en casa, 2 presenciales INGLES CONVERSACIONAL INDISPENSABLE Responsabilidades principales: Configurar, desarrollar y mantener soluciones dentro de la plataforma  RSA Archer GRC  . Personalizar aplicaciones y flujos de trabajo según requerimientos del negocio. Desarrollar integraciones utilizando tecnologías como  .NET  ,  SQL  ,  HTML  y  JavaScript  . Crear dashboards, reportes y formularios interactivos dentro de Archer. Colaborar con equipos de riesgo, cumplimiento, auditoría y TI para entender necesidades y traducirlas en soluciones funcionales. Requisitos técnicos: Experiencia trabajando con  RSA Archer GRC Platform  (configuración, desarrollo y soporte). Conocimientos sólidos en: .NET (C# o VB.NET) SQL Server  (consultas, procedimientos almacenados) HTML y JavaScript  (para personalización de interfaces) Experiencia en diseño y desarrollo de integraciones y automatización de procesos."
"GRC Archer .NET en Capital Empresarial Horizonte","$ 70,000 a 80,000 MXN (Bruto)","Ciudad de México - Híbrido","Empleado de tiempo completo","Inglés : Nivel Intermedio","Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información solicita: GRC Archer -  Governance, Risk, and Compliance Para laborar en     CDMX  Esquema Híbrido: 3 días en casa, 2 presenciales INGLES CONVERSACIONAL OBLIGATORIO Requisitos: Título en Ingeniería en Sistemas, Tecnologías de la Información o carrera afín.  4 + años de experiencia trabajando con GRC Archer . Conocimiento y experiencia en .NET , SQL , HTML y JavaScript . Familiaridad con los procesos de Governance, Risk, and Compliance (GRC). Habilidades de resolución de problemas y capacidad para trabajar en equipo. Responsabilidades: Desarrollar, implementar y personalizar soluciones dentro de GRC Archer . Crear y mantener aplicaciones web utilizando .NET , HTML y JavaScript . Diseñar y optimizar bases de datos SQL para apoyar el flujo de datos dentro de Archer. Colaborar con equipos de gestión de riesgos, auditoría y cumplimiento para garantizar que las soluciones cubran sus necesidades. Trabajar en la mejora de los procesos de monitoreo y reporte de riesgos a través de Archer. Proporcionar soporte y mantenimiento continuo de las soluciones implementadas. Ofrecemos: Horario de Oficina Esquema 100% nomina Sueldo abierto a negociación de acuerdo a experiencia Prestaciones de Ley Prestaciones superiores (SGMM familiar, SV 1 millón, Vales de despensa, 30 días de aguinaldo, PTU) Si te encuentras interesado, manda tu CV a:      contacto (arroba) horizonteempresarial.com.mx"
"Front-End Developer (React.js) Senior - Híbrido en Capital Empresarial Horizonte","$ 35,000 a 40,000 MXN (Bruto)","Ciudad de México - Híbrido","Empleado de tiempo completo","Inglés : Nivel Avanzado","Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información solicita: Front-End Developer (React.js) Para laborar en CDMX (Hibrido) Esquema Híbrido: 3 días en casa, 2 presenciales INGLES CONVERSACIONAL INDISPENSABLE Requisitos: Título universitario en Ciencias de la Computación [campo relacionado o combinación equivalente de educación y experiencia]. Más de 4 años de experiencia en desarrollo web. Más de 4 años de experiencia con los frameworks modernos de JavaScript [React.js | Vue | Svelte].. Manejo y conocimiento de Git Experiencia con bases de datos como MySQL, MSSQL, MongoDB [o PostgreSQL]. Responsabilidades Clave: Desarrollar y mantener interfaces front-end usando React.js en aplicaciones complejas y orientadas a datos. Optimizar el rendimiento de las aplicaciones para garantizar una experiencia de usuario fluida. Implementar y seguir patrones de diseño front-end y mejores prácticas para garantizar código mantenible y escalable. Colaborar con ingenieros de back-end, diseñadores y product managers para crear experiencias de usuario efectivas e intuitivas. Gestionar eficazmente el control de versiones utilizando Git , incluyendo ramas, fusiones y resolución de conflictos. Realizar revisiones de código y brindar retroalimentación constructiva para mantener altos estándares de calidad. Participar activamente en procesos de desarrollo Agile y colaborar con equipos multifuncionales para alcanzar objetivos de sprint. Ofrecemos: •    Salario 100% nominal • Seguro de Gastos Médicos Mayores más Póliza de exceso ilimitado.  • Seguro dental y visual.  • Seguro de Vida. • Todas las prestaciones legales desde el primer año. •     Prima vacacional del 50% • Aguinaldo a 24 días.  •      Vales de despensa por $3300,53  •      Apoyo monetario en caso de que trabajes desde Home Office. Interesados enviar su cv al correo: reclutaemiento(arroba)horizonteempresarial.com.mx"
